R.Time (min),Intensity,MW_PEG,normalized RI
11.85833,13,46675.726437318146,0.00505443234836703
11.86667,13,45953.88029893709,0.00505443234836703
11.875,14,45247.82008701288,0.005248833592534992
11.88333,15,44556.27939679879,0.005443234836702955
11.89167,16,43878.073683642884,0.005637636080870917
11.9,18,43214.460955880495,0.0060264385692068425
11.90833,20,42564.26285527402,0.006415241057542769
11.91667,22,41926.37635969879,0.006804043545878694
11.925,23,41301.99546193106,0.006998444790046656
11.93333,26,40690.02230110822,0.007581648522550544
11.94167,28,40089.42843463254,0.00797045101088647
11.95,30,39501.34785263033,0.008359253499222395
11.95833,34,38924.75638918416,0.009136858475894245
11.96667,36,38358.693919955076,0.009525660964230171
11.975,41,37804.23816421556,0.010497667185069984
11.98333,44,37260.43251132496,0.011080870917573872
11.99167,48,36726.37950198604,0.011858475894245723
12.0,52,36203.10405585584,0.012636080870917573
12.00833,58,35689.71156900272,0.01380248833592535
12.01667,63,35185.362135876916,0.014774494556765163
12.025,69,34691.03110531161,0.01594090202177294
12.03333,75,34205.88085924449,0.017107309486780714
12.04167,83,33729.12441940864,0.01866251944012442
12.05,90,33261.6905668817,0.020023328149300156
12.05833,97,32802.79412147711,0.021384136858475893
12.06667,105,32351.696837446038,0.022939346811819597
12.075,114,31909.283724125147,0.02468895800933126
12.08333,125,31474.817912469884,0.026827371695178848
12.09167,135,31047.606082657476,0.028771384136858476
12.1,146,30628.492074691887,0.030909797822706066
12.10833,158,30216.783582875538,0.03324261275272162
12.11667,169,29811.82875387833,0.035381026438569205
12.125,182,29414.432682114784,0.03790824261275272
12.13333,195,29023.944216783053,0.04043545878693624
12.14167,209,28639.749823791444,0.04315707620528771
12.15,225,28262.61810973566,0.046267496111975115
12.15833,241,27891.935975336837,0.04937791601866252
12.16667,257,27527.125338770482,0.052488335925349926
12.175,274,27168.92042288543,0.05579315707620529
12.18333,292,26816.74335144212,0.05929237947122862
12.19167,311,26470.048880264145,0.06298600311041991
12.2,330,26129.53880968143,0.0666796267496112
12.20833,351,25794.667905312446,0.07076205287713841
12.21667,372,25464.92137345086,0.07484447900466563
12.225,393,25140.97042108541,0.07892690513219285
12.23333,415,24822.300097583666,0.08320373250388803
12.24167,439,24508.423877508954,0.08786936236391912
12.25,463,24199.984081698734,0.09253499222395023
12.25833,489,23896.493885893684,0.09758942457231726
12.26667,515,23597.493036533335,0.1026438569206843
12.275,543,23303.59656109948,0.10808709175738725
12.28333,573,23014.34378711536,0.11391912908242613
12.29167,604,22729.298903999115,0.11994556765163297
12.3,636,22449.051133356374,0.12616640746500776
12.30833,670,22173.164144299553,0.1327760497667185
12.31667,707,21901.22489218773,0.13996889580093314
12.325,745,21633.798182354894,0.14735614307931572
12.33333,787,21370.470364808833,0.15552099533437014
12.34167,829,21110.84962125422,0.16368584758942456
12.35,876,20855.477639680445,0.17282270606531883
12.35833,926,20603.961925380554,0.18254276827371696
12.36667,978,20355.93047198665,0.19265163297045101
12.375,1034,20111.903064367078,0.2035381026438569
12.38333,1095,19871.506960964223,0.21539657853810265
12.39167,1159,19634.38866585209,0.22783825816485226
12.4,1228,19401.047197012165,0.24125194401244168
12.40833,1300,19171.128275353363,0.255248833592535
12.41667,1378,18944.29571756703,0.2704121306376361
12.425,1460,18721.028837698726,0.28635303265940903
12.43333,1548,18500.99063050631,0.3034603421461897
12.44167,1640,18283.861120846577,0.3213452566096423
12.45,1738,18070.10091489629,0.3403965785381026
12.45833,1840,17859.389184682837,0.36022550544323484
12.46667,1947,17651.421144880278,0.3810264385692068
12.475,2059,17446.639626432498,0.40279937791601866
12.48333,2174,17244.738967039782,0.4251555209953344
12.49167,2294,17045.428630550774,0.4484836702954899
12.5,2417,16849.13454721066,0.4723950233281493
12.50833,2545,16655.565285527602,0.4972783825816485
12.51667,2674,16464.443689539214,0.5223561430793157
12.525,2807,16276.17960842662,0.5482115085536547
12.53333,2943,16090.494977870923,0.5746500777604977
12.54167,3079,15907.12521742847,0.6010886469673405
12.55,3217,15726.464865163338,0.6279160186625194
12.55833,3355,15548.24842374434,0.6547433903576982
12.56667,3491,15372.22314384459,0.6811819595645412
12.575,3627,15198.768974828565,0.7076205287713841
12.58333,3762,15027.632245606877,0.7338646967340591
12.59167,3893,14858.571348018493,0.7593312597200622
12.6,4021,14691.952321318873,0.7842146189735615
12.60833,4146,14527.532633884402,0.8085147744945568
12.61667,4264,14365.081178495971,0.8314541213063764
12.625,4379,14204.950722439451,0.8538102643856921
12.63333,4487,14046.909236125652,0.8748055987558321
12.64167,4588,13890.735519318798,0.8944401244167963
12.65,4682,13736.769667109445,0.9127138413685848
12.65833,4768,13584.789560247196,0.9294323483670296
12.66667,4845,13434.583353110444,0.9444012441679627
12.675,4914,13286.47903344346,0.9578149300155521
12.68333,4973,13140.2638422235,0.9692846034214619
12.69167,5023,12995.734774795865,0.97900466562986
12.7,5065,12853.208243564732,0.9871695178849145
12.70833,5096,12712.480337726214,0.9931959564541213
12.71667,5117,12573.356415820672,0.9972783825816485
12.725,5129,12436.141815798597,0.999611197511664
12.73333,5131,12300.640998771134,1.0
12.74167,5123,12166.66724124972,0.9984447900466563
12.75,5106,12034.515279143168,0.9951399688958009
12.75833,5079,11903.997501464168,0.9898911353032659
12.76667,5044,11774.934687532728,0.9830870917573873
12.775,5000,11647.611417117929,0.9745334370139969
12.78333,4949,11521.847592977321,0.9646189735614308
12.79167,4888,11397.471109885548,0.9527604976671851
12.8,4822,11274.756812547212,0.9399300155520995
12.80833,4748,11153.531730820474,0.9255443234836703
12.81667,4667,11033.630513266084,0.9097978227060654
12.825,4582,10915.318667233481,0.8932737169517885
12.83333,4491,10798.429988696334,0.8755832037325039
12.84167,4396,10682.805541785328,0.8571150855365475
12.85,4295,10568.701872573545,0.8374805598755832
12.85833,4192,10455.959205725192,0.817457231726283
12.86667,4084,10344.424704602647,0.796461897356143
12.875,3975,10234.346309934133,0.7752721617418351
12.88333,3864,10125.570359128176,0.7536936236391913
12.89167,3750,10017.949818720446,0.7315318818040435
12.9,3636,9911.724361093211,0.7093701399688958
12.90833,3522,9806.746140739311,0.687208398133748
12.91667,3408,9702.873649712343,0.6650466562986003
12.925,3293,9600.338611663297,0.6426905132192846
12.93333,3180,9498.998720819174,0.6207231726283048
12.94167,3068,9398.71773468507,0.598950233281493
12.95,2955,9299.719730995097,0.5769828926905132
12.95833,2846,9201.867683732238,0.5557931570762052
12.96667,2737,9105.030371712244,0.5346034214618973
12.975,2631,9009.424514277469,0.5139968895800933
12.98333,2527,8914.918121192733,0.4937791601866252
12.99167,2424,8821.384763020586,0.473755832037325
13.0,2324,8729.034073930487,0.45431570762052875
13.00833,2228,8637.738870238116,0.4356531881804043
13.01667,2133,8547.377298455775,0.4171850699844479
13.025,2041,8458.152167589229,0.39930015552099535
13.03333,1954,8369.940884564834,0.3823872472783826
13.04167,1869,8282.625969176186,0.36586314152410576
13.05,1786,8196.403652121217,0.34972783825816484
13.05833,1707,8111.155728389182,0.3343701399688958
13.06667,1630,8026.768899755737,0.3194012441679627
13.075,1556,7943.433054099807,0.30501555209953346
13.08333,1486,7861.034183182888,0.29140746500777603
13.09167,1417,7779.462990819393,0.27799377916018664
13.1,1353,7698.903246387812,0.265552099533437
13.10833,1290,7619.244958325266,0.25330482115085534
13.11667,1231,7540.382662490512,0.24183514774494558
13.125,1174,7462.494223881609,0.2307542768273717
13.13333,1120,7385.473497591746,0.2202566096423017
13.14167,1069,7309.218691255675,0.21034214618973562
13.15,1019,7233.901969691241,0.2006220839813375
13.15833,973,7159.4208743352365,0.1916796267496112
13.16667,929,7085.677132949234,0.18312597200622083
13.175,887,7012.837405458211,0.1749611197511664
13.18333,846,6940.8027679610095,0.16699066874027993
13.19167,808,6869.478325116415,0.15960342146189735
13.2,771,6799.025418708554,0.15241057542768274
13.20833,736,6729.348516049196,0.14560653188180403
13.21667,703,6660.35596310069,0.13919129082426127
13.225,671,6592.203962085656,0.13297045101088648
13.23333,641,6524.800236013762,0.12713841368584758
13.24167,613,6458.056243467003,0.12169517884914463
13.25,586,6392.123218532331,0.11644634525660964
13.25833,560,6326.912011072823,0.11139191290824262
13.26667,535,6262.337070709058,0.10653188180404355
13.275,513,6198.544827410777,0.10225505443234836
13.28333,491,6135.449135977559,0.09797822706065319
13.29167,471,6072.967321491672,0.09409020217729394
13.3,451,6011.241167268182,0.09020217729393468
13.30833,433,5950.187417453027,0.08670295489891135
13.31667,415,5889.726162735545,0.08320373250388803
13.325,398,5829.994691061496,0.07989891135303266
13.33333,383,5770.912525920818,0.07698289269051321
13.34167,368,5712.402419412476,0.07406687402799378
13.35,353,5654.597309330344,0.07115085536547434
13.35833,340,5597.419394103733,0.06862363919129083
13.36667,327,5540.793988036229,0.0660964230171073
13.375,316,5484.849818443771,0.06395800933125972
13.38333,304,5429.511659367608,0.06162519440124417
13.39167,293,5374.707292835478,0.05948678071539658
13.4,283,5320.5613702093415,0.05754276827371695
13.40833,273,5267.001146488017,0.05559875583203733
13.41667,264,5213.956781394843,0.05384914463452566
13.425,255,5161.548979855979,0.052099533437014
13.43333,247,5109.707387603873,0.05054432348367029
13.44167,238,5058.364456415932,0.04879471228615863
13.45,231,5007.637069393192,0.04743390357698289
13.45833,224,4957.4571771740475,0.046073094867807154
13.46667,216,4907.75944149763,0.04451788491446345
13.475,210,4858.657044169144,0.04335147744945567
13.48333,204,4810.084158483635,0.042185069984447904
13.49167,196,4761.977578093884,0.0406298600311042
13.5,190,4714.446899460844,0.03946345256609642
13.50833,185,4667.428440247628,0.03849144634525661
13.51667,179,4620.861051254209,0.03732503888024884
13.525,174,4574.850855620015,0.03635303265940902
13.53333,169,4529.336240495517,0.035381026438569205
13.54167,165,4484.258042264837,0.034603421461897356
13.55,161,4439.719019108438,0.03382581648522551
13.55833,157,4395.659555855928,0.03304821150855365
13.56667,152,4352.022406092537,0.03207620528771384
13.575,149,4308.907067639706,0.031493001555209954
13.58333,146,4266.255854422805,0.030909797822706066
13.59167,142,4224.013371619644,0.030132192846034214
13.6,139,4182.275957858552,0.029548989113530325
13.60833,135,4140.987790421595,0.028771384136858476
13.61667,131,4100.09526320754,0.027993779160186624
13.625,129,4059.691653520695,0.0276049766718507
13.63333,126,4019.722938936299,0.02702177293934681
13.64167,124,3980.137241788684,0.026632970451010887
